,delta ,theta ,alpha ,beta ,gamma
Q2,0.86797786,0.42227924,0.42487034,0.0009972284,-0.556498
Q3,1.1116036,0.6940901,0.6900479,0.069974706,-0.46893832
max,1.912663,1.3911135,1.2109381,0.4557993,0.7799042
mean,0.866054096065574,0.454014794426229,0.498127020622951,0.0035949367295082,-0.489258835245902
Std Dev,0.399781446704021,0.417281176700825,0.291845407473564,0.13587417017756,0.289739848368874

Right Ear_Sohaib_Sohaib_Chine4
min,-0.25066814,-0.03409617,0.1234866,-0.15546526,-0.58968616
Q1,0.50886136,0.4782193,0.6472234,-0.003953255,-0.4565152
Q2,0.97253555,0.77686125,0.8539628,0.057849154,-0.3576099
Q3,1.3291569,0.9560009,0.9794583,0.16974686,-0.24528585
max,1.7430675,1.4771693,1.3004318,1.342315,0.7699761
mean,0.897910924754098,0.705543653770492,0.793592060655738,0.126073217885246,-0.294259510327869
Std Dev,0.509791957516679,0.367805787746617,0.275004042403866,0.267958142582601,0.295807984990942

